date,place,sun_dur,prec,weather_label,weather_no
231107,gotenba,0.0,82.0,cyry,1
231108,odawara,1.1,0.0,cnrn,9
231108,ebina,1.1,0.0,cnrn,9
231108,gotenba,0.82,0.0,cfrn,6
231109,odawara,0.64,0.0,cfrn,6
231109,ebina,0.64,0.0,cfrn,6
231109,gotenba,0.64,0.0,cfrn,6
231110,odawara,0.0,0.5,cyrf,2
231110,ebina,0.0,0.5,cyrf,2
231110,gotenba,0.0,2.0,cyrf,2
231111,odawara,0.0,0.0,cyrn,3
231111,ebina,0.0,0.0,cyrn,3
231111,gotenba,0.0,0.5,cyrf,2
231112,odawara,0.02,0.0,cyrn,3
231112,ebina,0.0,0.0,cyrn,3
231112,gotenba,0.12,0.0,cfrn,6
231113,odawara,0.16,0.0,cfrn,6
231113,ebina,0.24,0.0,cfrn,6
231113,gotenba,0.14,5.5,cfrf,5
231114,odawara,1.1,0.0,cnrn,9
231114,ebina,1.06,0.0,cnrn,9
231114,gotenba,1.0,0.0,cnrn,9
231115,odawara,0.36,0.0,cfrn,6
231115,ebina,0.1,0.0,cyrn,3
231115,gotenba,0.42,0.0,cfrn,6
231116,odawara,1.08,0.0,cnrn,9
231116,ebina,1.06,0.0,cnrn,9
231116,gotenba,0.98,0.0,cnrn,9
231117,odawara,0.0,45.5,cyry,1
231117,ebina,0.0,38.5,cyry,1
231117,gotenba,0.0,51.5,cyry,1
231118,odawara,0.9,0.0,cfrn,6
231118,ebina,0.64,0.0,cfrn,6
231118,gotenba,0.74,0.0,cfrn,6
231119,odawara,1.08,0.0,cnrn,9
231119,ebina,1.06,0.0,cnrn,9
231119,gotenba,1.0,0.0,cnrn,9
231120,odawara,1.06,0.0,cnrn,9
231120,ebina,1.06,0.0,cnrn,9
231120,gotenba,0.98,0.0,cnrn,9
231121,odawara,0.78,0.0,cfrn,6
231121,ebina,0.86,0.0,cfrn,6
231121,gotenba,0.32,0.0,cfrn,6
231122,odawara,1.06,0.0,cnrn,9
231122,ebina,1.04,0.0,cnrn,9
231122,gotenba,0.98,0.0,cnrn,9
231123,odawara,0.62,0.0,cfrn,6
231123,ebina,0.36,0.0,cfrn,6
231123,gotenba,0.52,0.5,cfrf,5
231124,odawara,0.98,0.0,cnrn,9
231124,ebina,1.06,0.0,cnrn,9
231124,gotenba,0.8,0.0,cfrn,6
231125,odawara,0.02,0.0,cyrn,3
231125,ebina,0.0,0.0,cyrn,3
231125,gotenba,0.02,0.0,cyrn,3
231126,odawara,0.0,0.0,cyrn,3
231126,ebina,0.0,0.0,cyrn,3
231126,gotenba,0.44,0.0,cfrn,6
231127,odawara,0.8,0.0,cfrn,6
231127,ebina,0.46,0.0,cfrn,6
231127,gotenba,0.5,0.0,cfrn,6
231128,odawara,0.82,0.5,cfrf,5
231128,ebina,1.04,0.0,cnrn,9
231128,gotenba,0.8,8.0,cfrf,5
231129,odawara,1.02,0.0,cnrn,9
231129,ebina,1.04,0.0,cnrn,9
231129,gotenba,0.96,0.0,cnrn,9
231130,odawara,0.76,0.0,cfrn,6
231130,ebina,0.74,0.0,cfrn,6
231130,gotenba,0.54,0.0,cfrn,6
231201,odawara,0.52,0.0,cfrn,6
231201,ebina,0.7,0.0,cfrn,6
231201,gotenba,0.34,0.0,cfrn,6
231202,odawara,1.02,0.0,cnrn,9
231202,ebina,1.02,0.0,cnrn,9
231202,gotenba,0.92,0.0,cnrn,9
231203,odawara,1.04,0.0,cnrn,9
231203,ebina,1.0,0.0,cnrn,9
231203,gotenba,0.84,0.0,cfrn,6
231204,odawara,1.04,0.0,cnrn,9
231204,ebina,1.0,0.0,cnrn,9
231204,gotenba,0.94,0.0,cnrn,9
231205,odawara,0.0,0.0,cyrn,3
231205,ebina,0.0,0.0,cyrn,3
231205,gotenba,0.0,0.0,cyrn,3
231206,odawara,0.94,0.0,cnrn,9
231206,ebina,0.76,0.0,cfrn,6
231206,gotenba,0.78,0.0,cfrn,6
231207,odawara,1.0,0.0,cnrn,9
231207,ebina,1.0,0.0,cnrn,9
231207,gotenba,0.78,0.0,cfrn,6
231208,odawara,1.0,0.0,cnrn,9
231208,ebina,1.0,0.0,cnrn,9
231208,gotenba,0.94,0.0,cnrn,9
231209,odawara,1.0,0.0,cnrn,9
231209,ebina,1.0,0.0,cnrn,9
231209,gotenba,0.94,0.0,cnrn,9
231210,odawara,1.02,0.0,cnrn,9
231210,ebina,1.02,0.0,cnrn,9
231210,gotenba,0.94,0.0,cnrn,9
231211,odawara,0.4,0.0,cfrn,6
231211,ebina,0.14,0.0,cfrn,6
231211,gotenba,0.34,0.0,cfrn,6
231212,odawara,0.0,22.5,cyry,1
231212,ebina,0.0,20.0,cyry,1
231212,gotenba,0.0,30.5,cyry,1
231213,odawara,0.96,1.0,cnrf,8
231213,ebina,0.98,0.0,cnrn,9
231213,gotenba,0.8,0.0,cfrn,6
231214,odawara,0.82,0.0,cfrn,6
231214,ebina,0.82,0.0,cfrn,6
231214,gotenba,0.8,0.0,cfrn,6
231215,odawara,0.0,1.5,cyrf,2
231215,ebina,0.0,0.0,cyrn,3
231215,gotenba,0.0,7.0,cyrf,2
231216,odawara,0.42,0.0,cfrn,6
231216,ebina,0.56,0.0,cfrn,6
231216,gotenba,0.08,15.0,cyry,1
231217,odawara,0.98,0.0,cnrn,9
231217,ebina,0.9,0.0,cfrn,6
231217,gotenba,0.88,0.0,cfrn,6
231218,odawara,0.68,0.0,cfrn,6
231218,ebina,0.5,0.0,cfrn,6
231218,gotenba,0.48,0.0,cfrn,6
231219,odawara,0.4,0.0,cfrn,6
231219,ebina,0.32,0.0,cfrn,6
231219,gotenba,0.24,0.0,cfrn,6
231220,odawara,0.84,0.0,cfrn,6
231220,ebina,0.82,0.0,cfrn,6
231220,gotenba,0.76,0.0,cfrn,6
231221,odawara,1.0,0.0,cnrn,9
231221,ebina,0.98,0.0,cnrn,9
231221,gotenba,0.9,0.0,cfrn,6
231222,odawara,1.0,0.0,cnrn,9
231222,ebina,0.98,0.0,cnrn,9
231222,gotenba,0.86,0.0,cfrn,6
231223,odawara,0.98,0.0,cnrn,9
231223,ebina,0.96,0.0,cnrn,9
231223,gotenba,0.86,0.0,cfrn,6
231224,odawara,0.36,0.0,cfrn,6
231224,ebina,0.1,0.0,cyrn,3
231224,gotenba,0.38,0.0,cfrn,6
231225,odawara,0.98,0.0,cnrn,9
231225,ebina,0.96,0.0,cnrn,9
231225,gotenba,0.86,0.0,cfrn,6
231226,odawara,0.98,0.0,cnrn,9
231226,ebina,0.96,0.0,cnrn,9
231226,gotenba,0.86,0.0,cfrn,6
231227,odawara,0.64,0.0,cfrn,6
231227,ebina,0.66,0.0,cfrn,6
231227,gotenba,0.66,0.0,cfrn,6
231228,odawara,0.92,0.0,cnrn,9
231228,ebina,0.84,0.0,cfrn,6
231228,gotenba,0.64,0.0,cfrn,6
231229,odawara,0.98,0.0,cnrn,9
231229,ebina,0.96,0.0,cnrn,9
231229,gotenba,0.88,0.0,cfrn,6
231230,odawara,0.96,0.0,cnrn,9
231230,ebina,0.96,0.0,cnrn,9
231230,gotenba,0.8,0.0,cfrn,6
231231,odawara,0.26,2.0,cfrf,5
231231,ebina,0.24,4.0,cfrf,5
231231,gotenba,0.34,6.0,cfrf,5
240101,odawara,0.96,0.0,cnrn,9
240101,ebina,0.96,0.0,cnrn,9
240101,gotenba,0.9,0.0,cfrn,6
240102,odawara,0.0,0.5,cyrf,2
240102,ebina,0.0,0.0,cyrn,3
240102,gotenba,0.0,5.0,cyrf,2
240103,odawara,0.28,0.0,cfrn,6
240103,ebina,0.08,0.0,cyrn,3
240103,gotenba,0.14,0.0,cfrn,6
240104,odawara,0.66,0.0,cfrn,6
240104,ebina,0.54,0.0,cfrn,6
240104,gotenba,0.64,0.0,cfrn,6
240105,odawara,0.9,0.0,cfrn,6
240105,ebina,0.9,0.0,cfrn,6
240105,gotenba,0.72,0.0,cfrn,6
240106,odawara,0.96,0.0,cnrn,9
240106,ebina,0.96,0.0,cnrn,9
240106,gotenba,0.9,0.0,cfrn,6
240107,odawara,0.94,0.0,cnrn,9
240107,ebina,0.88,0.0,cfrn,6
240107,gotenba,0.86,0.0,cfrn,6
240108,odawara,0.98,0.0,cnrn,9
240108,ebina,0.96,0.0,cnrn,9
240108,gotenba,0.86,0.0,cfrn,6
240109,odawara,0.96,0.0,cnrn,9
240109,ebina,0.96,0.0,cnrn,9
240109,gotenba,0.86,0.0,cfrn,6
240110,odawara,0.96,0.0,cnrn,9
240110,ebina,0.96,0.0,cnrn,9
240110,gotenba,0.86,0.0,cfrn,6
240111,odawara,0.02,0.0,cyrn,3
240111,ebina,0.0,0.0,cyrn,3
240111,gotenba,0.02,0.0,cyrn,3
240112,odawara,0.98,0.0,cnrn,9
240112,ebina,0.96,0.0,cnrn,9
240112,gotenba,0.9,0.0,cfrn,6
240113,odawara,0.84,0.0,cfrn,6
240113,ebina,0.94,0.0,cnrn,9
240113,gotenba,0.86,0.0,cfrn,6
240114,odawara,0.98,0.0,cnrn,9
240114,ebina,0.96,0.0,cnrn,9
240114,gotenba,0.9,0.0,cfrn,6
240115,odawara,0.6,0.0,cfrn,6
240115,ebina,0.56,0.0,cfrn,6
240115,gotenba,0.54,0.0,cfrn,6
240116,odawara,0.96,0.0,cnrn,9
240116,ebina,0.96,0.0,cnrn,9
240116,gotenba,0.9,0.0,cfrn,6
240117,odawara,0.98,0.0,cnrn,9
240117,ebina,0.96,0.0,cnrn,9
240117,gotenba,0.9,0.0,cfrn,6
240118,odawara,0.72,0.0,cfrn,6
240118,ebina,0.62,0.0,cfrn,6
240118,gotenba,0.68,0.0,cfrn,6
240119,odawara,0.52,0.0,cfrn,6
240119,ebina,0.52,0.0,cfrn,6
240119,gotenba,0.46,0.0,cfrn,6
240120,odawara,0.0,3.0,cyrf,2
240120,ebina,0.0,0.5,cyrf,2
240120,gotenba,0.0,3.0,cyrf,2
240121,odawara,0.0,42.5,cyry,1
240121,ebina,0.0,34.0,cyry,1
240121,gotenba,0.0,46.0,cyry,1
240122,odawara,0.22,0.0,cfrn,6
240122,ebina,0.42,0.0,cfrn,6
240122,gotenba,0.0,0.0,cyrn,3
240123,odawara,0.52,0.0,cfrn,6
240123,ebina,0.64,0.0,cfrn,6
240123,gotenba,0.82,0.0,cfrn,6
240124,odawara,0.88,0.0,cfrn,6
240124,ebina,0.96,0.0,cnrn,9
240124,gotenba,0.5,0.0,cfrn,6
240125,odawara,1.0,0.0,cnrn,9
240125,ebina,0.98,0.0,cnrn,9
240125,gotenba,0.94,0.0,cnrn,9
240126,odawara,1.0,0.0,cnrn,9
240126,ebina,0.96,0.0,cnrn,9
240126,gotenba,0.92,0.0,cnrn,9
240127,odawara,0.9,0.0,cfrn,6
240127,ebina,0.96,0.0,cnrn,9
240127,gotenba,0.92,0.0,cnrn,9
240128,odawara,0.04,0.0,cyrn,3
240128,ebina,0.0,0.0,cyrn,3
240128,gotenba,0.16,0.0,cfrn,6
240129,odawara,1.0,0.0,cnrn,9
240129,ebina,0.98,0.0,cnrn,9
240129,gotenba,0.9,0.0,cfrn,6
240130,odawara,1.0,0.0,cnrn,9
240130,ebina,1.0,0.0,cnrn,9
240130,gotenba,0.9,0.0,cfrn,6
240131,odawara,0.94,0.0,cnrn,9
240131,ebina,0.86,0.0,cfrn,6
240131,gotenba,0.96,0.0,cnrn,9
240201,odawara,0.76,0.0,cfrn,6
240201,ebina,0.28,0.0,cfrn,6
240201,gotenba,0.36,3.0,cfrf,5
240202,odawara,0.0,0.0,cyrn,3
240202,ebina,0.0,0.0,cyrn,3
240202,gotenba,0.0,0.0,cyrn,3
240203,odawara,1.0,0.0,cnrn,9
240203,ebina,0.98,0.0,cnrn,9
240203,gotenba,0.94,0.0,cnrn,9
240204,odawara,0.0,5.0,cyrf,2
240204,ebina,0.0,4.0,cyrf,2
240204,gotenba,0.0,6.5,cyrf,2
240205,odawara,0.0,2.0,cyrf,2
240205,ebina,0.0,1.5,cyrf,2
240205,gotenba,0.0,5.5,cyrf,2
240206,odawara,0.0,0.5,cyrf,2
240206,ebina,0.0,1.0,cyrf,2
240206,gotenba,0.0,0.5,cyrf,2
240207,odawara,0.62,0.0,cfrn,6
240207,ebina,0.88,0.0,cfrn,6
240207,gotenba,0.5,0.0,cfrn,6
240208,odawara,0.76,0.0,cfrn,6
240208,ebina,0.76,0.0,cfrn,6
240208,gotenba,0.46,0.0,cfrn,6
240209,odawara,0.86,0.0,cfrn,6
240209,ebina,0.78,0.0,cfrn,6
240209,gotenba,0.86,0.0,cfrn,6
240210,odawara,0.48,0.0,cfrn,6
240210,ebina,0.98,0.0,cnrn,9
240210,gotenba,0.46,0.0,cfrn,6
240211,odawara,0.44,0.0,cfrn,6
240211,ebina,0.78,0.0,cfrn,6
240211,gotenba,0.72,0.0,cfrn,6
240212,odawara,1.0,0.0,cnrn,9
240212,ebina,0.9,0.0,cfrn,6
240212,gotenba,0.96,0.0,cnrn,9
240213,odawara,1.04,0.0,cnrn,9
240213,ebina,1.02,0.0,cnrn,9
240213,gotenba,1.0,0.0,cnrn,9
240214,odawara,1.04,0.0,cnrn,9
240214,ebina,1.02,0.0,cnrn,9
240214,gotenba,1.0,0.0,cnrn,9
240215,odawara,0.64,0.0,cfrn,6
240215,ebina,0.8,0.0,cfrn,6
240215,gotenba,0.72,0.0,cfrn,6
240216,odawara,0.66,0.5,cfrf,5
240216,ebina,0.78,0.0,cfrn,6
240216,gotenba,0.68,0.5,cfrf,5
240217,odawara,0.0,0.0,cyrn,3
240217,ebina,0.0,0.0,cyrn,3
240217,gotenba,0.0,0.0,cyrn,3
240218,odawara,0.0,2.0,cyrf,2
240218,ebina,0.0,0.5,cyrf,2
240218,gotenba,0.0,0.5,cyrf,2
240219,odawara,0.06,2.5,cyrf,2
240219,ebina,0.0,3.0,cyrf,2
240219,gotenba,0.0,16.5,cyry,1
240220,odawara,0.64,11.0,cfry,4
240220,ebina,1.04,1.0,cnrf,8
240220,gotenba,0.22,32.0,cfry,4
240221,odawara,0.0,0.5,cyrf,2
240221,ebina,0.0,2.0,cyrf,2
240221,gotenba,0.0,2.5,cyrf,2
240222,odawara,0.0,18.0,cyry,1
240222,ebina,0.0,9.0,cyrf,2
240222,gotenba,0.0,27.0,cyry,1
240223,odawara,0.0,9.0,cyrf,2
240223,ebina,0.0,4.5,cyrf,2
240223,gotenba,0.0,13.0,cyry,1
240224,odawara,1.08,0.0,cnrn,9
240224,ebina,1.06,0.0,cnrn,9
240224,gotenba,0.68,0.0,cfrn,6
240225,odawara,0.0,9.0,cyrf,2
240225,ebina,0.0,4.5,cyrf,2
240225,gotenba,0.0,6.0,cyrf,2
240226,odawara,1.06,1.0,cnrf,8
240226,ebina,1.02,0.5,cnrf,8
240226,gotenba,0.94,0.0,cnrn,9
240227,odawara,1.1,0.0,cnrn,9
240227,ebina,1.06,0.0,cnrn,9
240227,gotenba,1.04,0.0,cnrn,9
240228,odawara,1.1,0.0,cnrn,9
240228,ebina,1.08,0.0,cnrn,9
240228,gotenba,1.04,0.0,cnrn,9
240229,odawara,0.4,0.0,cfrn,6
240229,ebina,0.36,0.0,cfrn,6
240229,gotenba,0.8,0.0,cfrn,6
240301,odawara,0.0,21.5,cyry,1
240301,ebina,0.28,15.0,cfry,4
240301,gotenba,0.28,26.0,cfry,4
240302,odawara,0.42,0.0,cfrn,6
240302,ebina,0.54,0.0,cfrn,6
240302,gotenba,0.48,0.0,cfrn,6
240303,odawara,0.98,0.0,cnrn,9
240303,ebina,1.12,0.0,cnrn,9
240303,gotenba,0.62,0.0,cfrn,6
240304,odawara,1.1,0.0,cnrn,9
240304,ebina,1.1,0.0,cnrn,9
240304,gotenba,1.06,0.0,cnrn,9
240305,odawara,0.0,0.0,cyrn,3
240305,ebina,0.0,0.0,cyrn,3
240305,gotenba,0.0,0.5,cyrf,2
240306,odawara,0.0,9.0,cyrf,2
240306,ebina,0.0,7.5,cyrf,2
240306,gotenba,0.0,8.5,cyrf,2
240307,odawara,0.0,1.5,cyrf,2
240307,ebina,0.08,0.0,cyrn,3
240307,gotenba,0.0,1.0,cyrf,2
240308,odawara,0.36,9.0,cfrf,5
240308,ebina,0.34,12.5,cfry,4
240308,gotenba,0.4,5.0,cfrf,5
240309,odawara,1.06,0.0,cnrn,9
240309,ebina,1.06,0.0,cnrn,9
240309,gotenba,1.06,0.0,cnrn,9
240310,odawara,1.14,0.0,cnrn,9
240310,ebina,1.1,0.0,cnrn,9
240310,gotenba,1.1,0.0,cnrn,9
240311,odawara,1.14,0.0,cnrn,9
240311,ebina,1.14,0.0,cnrn,9
240311,gotenba,1.1,0.0,cnrn,9
240312,odawara,0.0,2.5,cyrf,2
240312,ebina,0.0,4.5,cyrf,2
240312,gotenba,0.0,10.5,cyry,1
240313,odawara,0.883,5.0,cfrf,5
240313,ebina,0.85,0.0,cfrn,6
240313,gotenba,0.883,0.0,cfrn,6
240314,odawara,0.967,0.0,cnrn,9
240314,ebina,0.95,0.0,cnrn,9
240314,gotenba,0.85,0.0,cfrn,6
240315,odawara,0.967,0.0,cnrn,9
240315,ebina,0.967,0.0,cnrn,9
240315,gotenba,0.917,0.0,cnrn,9
240316,odawara,0.967,0.0,cnrn,9
240316,ebina,0.967,0.0,cnrn,9
240316,gotenba,0.95,0.0,cnrn,9
240317,odawara,0.533,0.0,cfrn,6
240317,ebina,0.833,0.0,cfrn,6
240317,gotenba,0.417,0.0,cfrn,6
240318,odawara,0.667,0.0,cfrn,6
240318,ebina,0.85,0.0,cfrn,6
240318,gotenba,0.7,0.0,cfrn,6
240319,odawara,0.233,0.0,cfrn,6
240319,ebina,0.0,0.0,cyrn,3
240319,gotenba,0.333,0.0,cfrn,6
240320,odawara,0.983,0.0,cnrn,9
240320,ebina,0.933,0.0,cnrn,9
240320,gotenba,0.767,0.0,cfrn,6
240321,odawara,1.0,0.0,cnrn,9
240321,ebina,0.883,0.0,cfrn,6
240321,gotenba,0.967,0.0,cnrn,9
240322,odawara,1.0,0.0,cnrn,9
240322,ebina,0.967,0.0,cnrn,9
240322,gotenba,0.967,0.0,cnrn,9
240323,odawara,0.0,0.5,cyrf,2
240323,ebina,0.0,0.0,cyrn,3
240323,gotenba,0.0,2.5,cyrf,2
240324,odawara,0.017,0.0,cyrn,3
240324,ebina,0.0,0.0,cyrn,3
240324,gotenba,0.033,0.0,cyrn,3
240325,odawara,0.0,2.5,cyrf,2
240325,ebina,0.0,4.0,cyrf,2
240325,gotenba,0.0,3.5,cyrf,2
240326,odawara,0.0,36.0,cyry,1
240326,ebina,0.0,22.0,cyry,1
240326,gotenba,0.0,44.5,cyry,1
240327,odawara,1.0,0.0,cnrn,9
240327,ebina,0.983,0.0,cnrn,9
240327,gotenba,0.967,0.0,cnrn,9
240328,odawara,0.0,0.5,cyrf,2
240328,ebina,0.0,0.0,cyrn,3
240328,gotenba,0.017,0.5,cyrf,2
240329,odawara,0.0,82.0,cyry,1
240329,ebina,0.0,61.0,cyry,1
240329,gotenba,0.0,138.0,cyry,1
240330,odawara,1.017,0.0,cnrn,9
240330,ebina,1.017,0.0,cnrn,9
240330,gotenba,1.0,0.0,cnrn,9
240331,odawara,1.017,0.0,cnrn,9
240331,ebina,1.017,0.0,cnrn,9
240331,gotenba,1.017,0.0,cnrn,9
240401,odawara,0.017,6.5,cyrf,2
240401,ebina,0.067,6.5,cyrf,2
240401,gotenba,0.183,2.5,cfrf,5
240402,odawara,0.967,0.0,cnrn,9
240402,ebina,1.017,0.0,cnrn,9
240402,gotenba,0.95,0.0,cnrn,9
240403,odawara,0.0,0.0,cyrn,3
240403,ebina,0.0,2.0,cyrf,2
240403,gotenba,0.0,2.0,cyrf,2
240404,odawara,0.0,7.0,cyrf,2
240404,ebina,0.0,4.0,cyrf,2
240404,gotenba,0.0,11.0,cyry,1
240405,odawara,0.0,1.5,cyrf,2
240405,ebina,0.0,1.5,cyrf,2
240405,gotenba,0.0,0.0,cyrn,3
240406,odawara,0.167,0.0,cfrn,6
240406,ebina,0.067,0.0,cyrn,3
240406,gotenba,0.517,0.5,cfrf,5
240407,odawara,0.6,1.0,cfrf,5
240407,ebina,0.533,1.0,cfrf,5
240407,gotenba,0.517,0.0,cfrn,6
240408,odawara,0.483,0.0,cfrn,6
240408,ebina,0.45,0.0,cfrn,6
240408,gotenba,0.317,0.0,cfrn,6
240409,odawara,0.0,71.5,cyry,1
240409,ebina,0.0,50.0,cyry,1
240409,gotenba,0.0,128.5,cyry,1
240410,odawara,1.05,0.0,cnrn,9
240410,ebina,1.05,0.0,cnrn,9
240410,gotenba,1.05,0.0,cnrn,9
240411,odawara,1.05,0.0,cnrn,9
240411,ebina,0.9,0.0,cfrn,6
240411,gotenba,1.0,0.0,cnrn,9
240412,odawara,0.0,0.5,cyrf,2
240412,ebina,0.0,2.5,cyrf,2
240412,gotenba,0.033,0.5,cyrf,2
240413,odawara,0.883,0.0,cfrn,6
240413,ebina,0.983,0.0,cnrn,9
240413,gotenba,0.9,0.0,cfrn,6
